hand,high_card_wins,one_pair_wins,two_pair_wins,three_of_a_kind_wins,straight_wins,flush_wins,full_house_wins,four_of_a_kind_wins,straight_flush_wins,tot_wins,tot_sims,tot_win_perc,high_card_win_perc,one_pair_win_perc,two_pair_win_perc,three_of_a_kind_win_perc,straight_win_perc,flush_win_perc,full_house_win_perc,four_of_a_kind_win_perc,straight_flush_win_perc,straight_win_potential,flush_win_potential,value_win_potential,highcard_win_potential
K4o,1092301200.0,5356199556.0,3960753516.0,849845016.0,484478928.0,385007172.0,480910824.0,29416860.0,3194640.0,12642107712.0,24112525524.0,0.5242962915442801,0.08640182672729312,0.42367931661552355,0.3132985105197623,0.06722336459713277,0.03832263883815262,0.030454349920982542,0.03804039919257413,0.002326895219542961,0.00025269836903601283,0.038575337207188636,0.030707048290018555,0.17687304450645705,0.08640182672729312
K4s,334482840.0,1696203540.0,1286971668.0,278537928.0,149413608.0,520743444.0,160303608.0,9805620.0,1064880.0,4437527136.0,8055383964.0,0.5508771718184482,0.0753759537122524,0.38224071380642033,0.2900200108207293,0.0627687266947228,0.03367046632523398,0.1173499176546782,0.03612453582526103,0.0022097036704182985,0.0002399714902836371,0.03391043781551762,0.11758988914496184,0.2526032931508816,0.0753759537122524
K5o,1128875040.0,5455624020.0,3993604692.0,848491608.0,566667792.0,391675524.0,482971680.0,29416716.0,3729240.0,12901056312.0,24133801116.0,0.534563794985738,0.0875025279092821,0.42288196315563836,0.3095564111510251,0.06576915777127258,0.043924139101145565,0.030359957706384128,0.03743659963337737,0.002280178869744011,0.0002890647021307258,0.04421320380327629,0.030649022408514855,0.1803481624861851,0.0875025279092821
K5s,345670260.0,1727932404.0,1297672392.0,278085840.0,174763224.0,520652764.0,160990560.0,9805572.0,1243080.0,4516816096.0,8061547060.0,0.5602914753685008,0.07652962898049326,0.38255540346887745,0.2872980357002341,0.06156678378964048,0.03869168464812343,0.11526986109996364,0.03564248722514294,0.0021709035284132143,0.00027521155911148257,0.03896689620723491,0.11554507265907511,0.25389214340950667,0.07652962898049326
K6o,1173774600.0,5610413004.0,4046191008.0,850189296.0,566667792.0,398221212.0,485036640.0,29416788.0,3729240.0,13163639580.0,24201207156.0,0.5439249164369245,0.08916793815772339,0.4262053036246986,0.3073763136258703,0.06458618764461796,0.04304795710609998,0.030251604017253107,0.036846697074336035,0.0022347001998363736,0.00028329854956420797,0.04333125565566419,0.030534902566817314,0.17753374314127188,0.08916793815772339
K6s,359343480.0,1777304460.0,1314811200.0,278637048.0,174763224.0,520683680.0,161678880.0,9805596.0,1243080.0,4598270648.0,8082187412.0,0.568938879241124,0.07814752708309917,0.3865158439016702,0.2859360182663176,0.06059605215303977,0.038006293534725406,0.11323467448060487,0.03516080117431139,0.0021324529917056767,0.0002703364145258985,0.0382766299492513,0.11350501089513076,0.2496709471634389,0.07814752708309917
K7o,1227313080.0,5775879372.0,4098470784.0,852512880.0,566667792.0,404515692.0,487099872.0,29416860.0,3729240.0,13445605572.0,24279808932.0,0.5537772397491616,0.09127986637923072,0.42957376230253735,0.30481860873079014,0.06340457299858089,0.042145204168421074,0.03008534571640192,0.036227440213951266,0.002187841956427725,0.0002773575336588789,0.042422561702079954,0.0303627032500608,0.17460512012110063,0.09127986637923072
K7s,375644340.0,1829915076.0,1331851548.0,279388152.0,174763224.0,520690392.0,162366624.0,9805620.0,1243080.0,4685668056.0,8106460100.0,0.5780165446074298,0.08016879034335078,0.3905345095149864,0.28423941518745943,0.05962610852090629,0.03729739749195755,0.11112404587287307,0.03465175553613736,0.0020926834514971454,0.000265294080831918,0.037562691572789464,0.111389339953705,0.2453225790350353,0.08016879034335078
K8o,1294368480.0,5959006884.0,4158466452.0,855648720.0,500425272.0,410691132.0,489161952.0,29416932.0,3729240.0,13700915064.0,24371170656.0,0.562177141893959,0.09447314095107655,0.43493495552407724,0.3035174243891656,0.062451939596959466,0.0365249525059022,0.029975452740314865,0.035702867269449996,0.002147077904109836,0.00027218911894423813,0.03679714162484644,0.030247641859259104,0.16734666825462485,0.09447314095107655
K8s,396095880.0,1887883380.0,1351415232.0,280395912.0,154313388.0,520843196.0,163054080.0,9805644.0,1073160.0,4764879872.0,8134899280.0,0.5857331121129751,0.08312819853604066,0.396207969710595,0.28362000056735115,0.05884637588613693,0.03238557784148897,0.10930877797374196,0.03421997707815455,0.0020578995196964328,0.0002252228867943221,0.03261080072828329,0.10953400086053627,0.2372690540728075,0.08312819853604066
K9o,1276805880.0,6114308700.0,4195297452.0,859698864.0,810980568.0,416850432.0,491205672.0,29417148.0,3729240.0,14198293956.0,24463929300.0,0.5803766754672562,0.08992671119197668,0.43063685812873165,0.2954789825454435,0.060549448170616534,0.0571181700078333,0.029359191554408186,0.034596105244913834,0.002071879064566678,0.00026265409150964055,0.05738082409934294,0.029621845645917827,0.1842201022253578,0.08992671119197668
K9s,390632100.0,1937328684.0,1363422660.0,281709468.0,251315508.0,517149568.0,163730700.0,9805668.0,4815360.0,4919909716.0,8163695388.0,0.6026571891979073,0.07939822528239256,0.3937732185815582,0.2771235121583682,0.05725907267847921,0.05108132516795965,0.10511362969084208,0.033279208247975096,0.001993058524653626,0.0009787496677713425,0.05206007483573099,0.10609237935861342,0.25068379364545235,0.07939822528239256
KJo,1225772280.0,6428857308.0,4304796612.0,873905688.0,1170679968.0,429904728.0,495309240.0,29417652.0,3231360.0,14961874836.0,24603289920.0,0.6081249655899678,0.08192638245112506,0.42968260184421714,0.2877177265005694,0.05840883562916072,0.07824420273742758,0.028733346102160908,0.03310475762089847,0.0019661741808732237,0.0002159729335674547,0.07846017567099503,0.028949319035728362,0.20088926213765582,0.08192638245112506
KJs,374863620.0,2037231300.0,1399094688.0,286291068.0,363817536.0,513305744.0,165093840.0,9805788.0,8557560.0,5158061144.0,8207249824.0,0.6284761953896628,0.07267529591735293,0.3949606728430825,0.27124430070540473,0.05550362045107234,0.07053377729405218,0.099515249949507,0.032006956759720026,0.0019010608300768913,0.001659065249731363,0.07219284254378354,0.10117431519923836,0.2627787957838912,0.07267529591735293
KKo,0.0,3421953180.0,4087643616.0,1353089268.0,94039236.0,221810016.0,1050288960.0,104917992.0,1081080.0,10334823348.0,12515372640.0,0.8257703262441572,0.0,0.33110901510108715,0.39552138225865685,0.13092524394834967,0.009099259158425627,0.021462390650627307,0.10162621310825332,0.01015189021303434,0.00010460556156571473,0.009203864719991342,0.02156699621219302,0.2734742082018217,0.0
KQo,1250610840.0,6631385760.0,4389383700.0,885097968.0,1088491104.0,436869324.0,497369664.0,29417940.0,2696760.0,15211323060.0,24655597320.0,0.6169521209555511,0.082215783273227,0.435950622693566,0.2885602838547563,0.058186783918058475,0.07155795059420689,0.028720008264685425,0.032697330931580386,0.0019339501162366345,0.00017728635368289915,0.07173523694788979,0.028897294618368322,0.1934505965321336,0.082215783273227
KQs,382386420.0,2101472856.0,1426653864.0,289892436.0,338467920.0,513407772.0,165780648.0,9805884.0,8379360.0,5236247160.0,8223829032.0,0.6367164418940464,0.07302680876507747,0.4013318683757472,0.27245731922249444,0.05536263418092739,0.06463940865617963,0.09804880409808615,0.031660202991640296,0.001872693114050789,0.0016002605957966278,0.06623966925197626,0.09964906469388278,0.2547842642324776,0.07302680876507747
KTo,1205008920.0,6226853772.0,4225203984.0,864099192.0,1252868832.0,423054396.0,493247088.0,29417364.0,3765960.0,14723519508.0,24544299912.0,0.5998753095744848,0.08184245073640582,0.4229188387067813,0.2869697005328273,0.05868835854976748,0.08509302625090799,0.028733238392500794,0.03350062379664013,0.001997984516135298,0.0002557785180339369,0.08534880476894192,0.02898901691053473,0.20852478854201958,0.08184245073640582
KTs,368588880.0,1973228748.0,1373156700.0,283126284.0,389167152.0,513214548.0,164406456.0,9805692.0,8735760.0,5083430220.0,8188672100.0,0.620788103116255,0.07250790589193924,0.3881687487784577,0.27012403840963906,0.0556959123558108,0.07655601339207524,0.10095831471844223,0.0323416372183427,0.0019289518249745936,0.0017184774103184207,0.07827449080239365,0.10267679212876064,0.2709177843302824,0.07250790589193924
Q2o,878034960.0,4691319096.0,3698426532.0,815506872.0,402656544.0,362797692.0,474698448.0,28461132.0,2660064.0,11354561340.0,24070646748.0,0.4717181660664534,0.07732883144563646,0.4131660357034982,0.3257216568086284,0.07182196190416634,0.03546209597560728,0.031951713600941276,0.041806850461736995,0.0025065813771014424,0.0002342727226836224,0.0356963686982909,0.0321859863236249,0.18401774876492058,0.07732883144563646
Q2s,268782960.0,1486884192.0,1202668728.0,267607392.0,124176432.0,517155404.0,158232816.0,9487044.0,886688.0,4035881656.0,8043398216.0,0.5017632532443549,0.06659832544901559,0.36841620214247434,0.2979940519841645,0.06630704634318445,0.030768105356952517,0.1281393876431346,0.03920650541493479,0.002350674476764192,0.00021970118937501373,0.03098780654632753,0.1283590888325096,0.26721112161372057,0.06659832544901559
Q3o,892891440.0,4783208112.0,3731445324.0,813718008.0,484478928.0,370706256.0,476762760.0,28460988.0,3194640.0,11584866456.0,24066099756.0,0.48137698145756824,0.07707395190020135,0.4128841821497817,0.3220965332809185,0.0702397400169047,0.04181998384185776,0.0319991825031358,0.041153927998287494,0.0024567385483550024,0.000275759760557744,0.042095743602415504,0.03227494226369354,0.18822109242965623,0.07707395190020135
Q3s,273357840.0,1516311288.0,1213433280.0,267014184.0,149413608.0,517071272.0,158920920.0,9486996.0,1064880.0,4106074268.0,8041113072.0,0.5106350614938847,0.06657401258675918,0.3692849152332965,0.2955215129586643,0.06502906829545929,0.036388432904010004,0.1259283778741432,0.038703859118799554,0.002310478423134065,0.00025934260573389124,0.03664777550974389,0.1261877204798771,0.26887890182701396,0.06657401258675918
Q4o,907564680.0,4871703084.0,3764563152.0,811929144.0,566667792.0,377927856.0,478825344.0,28460844.0,3729240.0,11811371136.0,24061881252.0,0.4908747995345647,0.0768382154408665,0.4124587254016162,0.3187236357789105,0.06874131162683668,0.047976461451867125,0.0319969503665929,0.0405393530087784,0.0024096138942966494,0.00031573303023504283,0.04829219448210217,0.03231268339682794,0.19229515640884184,0.0768382154408665
Q4s,277876500.0,1544647260.0,1224229368.0,266420976.0,174763224.0,516987136.0,159608448.0,9486948.0,1243080.0,4175262940.0,8039195452.0,0.5193632826729289,0.06655305402155104,0.3699520921669187,0.29321012486940523,0.06380938873277284,0.04185681872289461,0.12382145590093063,0.03822716085037749,0.002272179773185734,0.00029772496196371287,0.042154543684858325,0.12411918086289435,0.27058245390408875,0.06655305402155104
Q5o,944320680.0,4971409356.0,3798327576.0,810575736.0,648856656.0,384596208.0,480886200.0,28460700.0,4263840.0,12071696952.0,24082942140.0,0.5012550743104514,0.07822600946286579,0.4118235717619098,0.3146473599447595,0.06714679296730576,0.053750243944990644,0.03185933258010435,0.039835840968516716,0.0023576387075625455,0.0003532096619848944,0.05410345360697554,0.03221254224208925,0.19565626849244985,0.07822600946286579
Q5s,289118520.0,1576463748.0,1235234760.0,265968888.0,200112840.0,516903000.0,160295400.0,9486900.0,1421280.0,4255005336.0,8045287484.0,0.5288817017989857,0.06794786308582904,0.3704963034152115,0.29030157719172367,0.06250729834572409,0.047029985675204805,0.1214811637547615,0.03767219717535978,0.0022295859231326706,0.00033402543305294696,0.047364011108257754,0.12181518918781445,0.27158828174028876,0.06794786308582904
Q6o,987617160.0,5125580436.0,3851699592.0,812273424.0,648856656.0,391141896.0,482951160.0,28460772.0,4263840.0,12332844936.0,24150164148.0,0.5106733378879061,0.08008023818714459,0.4156040607498643,0.31231233441983497,0.06586261549668446,0.05261208256222901,0.03171546370928927,0.039159752879909235,0.0023077215474364737,0.0003457304476077295,0.05295781300983674,0.032061194156897004,0.19234909709076387,0.08008023818714459
Q6s,302300220.0,1625644068.0,1252635684.0,266520096.0,200112840.0,516933416.0,160983720.0,9486924.0,1421280.0,4336038248.0,8065866924.0,0.5375786990854152,0.06971807043893954,0.37491460522743986,0.28888944523904486,0.06146626961211252,0.046151078139659435,0.11921790962947244,0.03712691419967382,0.0021879244271832353,0.00032778308647428704,0.04647886122613372,0.11954569271594673,0.26680566218105006,0.06971807043893954
Q7o,1053158400.0,5286659316.0,3909653088.0,814101168.0,582614136.0,397436376.0,485014968.0,28460844.0,4263840.0,12561362136.0,24233857356.0,0.5183393609804328,0.08384109848897044,0.42086672279344595,0.31124435755221186,0.06480994331552961,0.04638144571361954,0.03163959224302392,0.03861165395510575,0.002265745043559661,0.0003394408945332551,0.046720886608152795,0.03197903313755718,0.184387262059905,0.08384109848897044
Q7s,322284300.0,1676781012.0,1271541756.0,267106800.0,179663004.0,517085692.0,161671752.0,9486948.0,1251360.0,4406872624.0,8091800564.0,0.5446096439407995,0.07313220224356545,0.38049227991482787,0.288536080910334,0.06061141829816591,0.040768821640441405,0.11733620100202832,0.036686277501992985,0.002152762017294013,0.00028395647135001016,0.041052778111791415,0.11762015747337834,0.25812339340262264,0.07313220224356545
Q8o,1057693680.0,5435580852.0,3944572596.0,816951864.0,893169432.0,403609800.0,487060416.0,28461060.0,4263840.0,13071363540.0,24330529200.0,0.537241234358355,0.08091685896144848,0.4158388553241937,0.3017720824555997,0.06249936064436014,0.06833024185019339,0.03087740607664256,0.03726163796986707,0.0021773596850019213,0.0003261970326930407,0.06865643888288643,0.0312036031093356,0.20179840029145116,0.08091685896144848
Q8s,323566560.0,1724284620.0,1282926024.0,268035084.0,276665124.0,513438564.0,162348948.0,9486972.0,4993560.0,4565745456.0,8121680464.0,0.5621675804949521,0.07086828714351351,0.37765675651805325,0.2809893885595535,0.0587056564109955,0.060595827486708664,0.11245448721309531,0.03555803746935821,0.0020778582799732847,0.0010937009187487214,0.06168952840545738,0.11354818813184403,0.27157926869762844,0.07086828714351351
Q9o,1035698040.0,5574944532.0,3980790516.0,820351488.0,1214151408.0,409769100.0,489104136.0,28461276.0,4263840.0,13557534336.0,24416532588.0,0.5552604280373178,0.07639280228484166,0.41120637380180336,0.2936220124797772,0.06050889989794675,0.0895554735772273,0.030224455999489492,0.036076186412543856,0.002099295881879152,0.0003144996644912056,0.08986997324171851,0.030538955663980696,0.21909331109806898,0.07639280228484166
Q9s,316755240.0,1768662060.0,1294729260.0,269134080.0,376988064.0,509738404.0,163025568.0,9486996.0,8735760.0,4717255432.0,8148393288.0,0.5789184769649032,0.0671482061054522,0.37493455368180706,0.27446664244998636,0.05705310723144237,0.07991682227819627,0.10805825788913946,0.034559410731523854,0.00201112620182574,0.0018518734306266415,0.0817686957088229,0.1099101313197661,0.28530247119338104,0.0671482061054522
QJo,988697880.0,5884047384.0,4090957332.0,834826344.0,1577005128.0,422823396.0,493207704.0,28461780.0,3765960.0,14323792908.0,24552441684.0,0.5833958631224174,0.0690248655750811,0.41078835904655486,0.28560573014953,0.05828249189038052,0.11009689529364983,0.02951895484078441,0.03443275863926641,0.001987028169340802,0.00026291639541204683,0.11035981168906188,0.029781871236196456,0.234843961624246,0.0690248655750811
QJs,302226840.0,1866844416.0,1330608720.0,273800944.0,490490208.0,505892664.0,164388708.0,9487116.0,12477960.0,4956217576.0,8190881108.0,0.6050896735833807,0.060979332599017444,0.3766671634917748,0.2684726204199232,0.055243931445999137,0.0989646238242548,0.10207232758499866,0.033168178248678244,0.0019141847294881552,0.002517637655865494,0.1014822614801203,0.10458996524086416,0.29639852114515003,0.060979332599017444
QQo,0.0,3249614160.0,3936817512.0,1335803796.0,138443544.0,214730700.0,1040649792.0,104356680.0,1615680.0,10022031864.0,12511639944.0,0.8010166460077921,0.0,0.32424703933270194,0.39281630366207343,0.13328672410215758,0.013813919759854397,0.021425864826007102,0.1038362086772148,0.010412726821879121,0.00016121281811163078,0.013975132577966029,0.021587077644118734,0.2830978698233363,0.0
QTo,964636200.0,5681823312.0,4011852576.0,825057288.0,1659193992.0,415973064.0,491145552.0,28461492.0,4300560.0,14082444036.0,24494581428.0,0.5749207871705951,0.06849920351424998,0.4034685525804422,0.2848832607283368,0.05858764898272236,0.11782003093770363,0.029538414137248982,0.03487644266467156,0.0020210619639063907,0.0003053844907180997,0.11812541542842173,0.029843798627967082,0.24345436766768913,0.06849920351424998
QTs,294940140.0,1802786208.0,1304829564.0,270647560.0,515839824.0,505797340.0,163701324.0,9487020.0,12656160.0,4880685140.0,8172658992.0,0.59719671954716,0.06043006904559305,0.3693715444221423,0.267345572716047,0.05545278013979816,0.10569004334502102,0.10363244616103222,0.033540644254712156,0.0019437885722740967,0.0025931113433799585,0.10828315468840098,0.10622555750441218,0.3054459251595976,0.06043006904559305
T2o,554877720.0,3783419124.0,3375539700.0,745654584.0,567034272.0,348982764.0,470522304.0,27066348.0,3729264.0,9876826080.0,23947949244.0,0.41242888814266937,0.05617976012796208,0.3830602152305997,0.3417636063102571,0.07549536439746644,0.057410575766663696,0.035333492882563745,0.04763901886991615,0.0027403892486076863,0.0003775771659634205,0.05778815293262712,0.035711070048527166,0.2193739954971446,0.05617976012796208
T2s,169782720.0,1202675448.0,1099092036.0,245272056.0,174875664.0,510438796.0,156840768.0,9022116.0,1243088.0,3569242692.0,8004450072.0,0.44590729655312666,0.0475682755842146,0.33695535769972795,0.30793424007380443,0.06871823441699436,0.04899517323155452,0.14301039185261433,0.04394230976546887,0.002527739573501661,0.0003482778021192626,0.04934345103367378,0.1433586696547336,0.30789040444437227,0.0475682755842146
T3o,568449360.0,3875024172.0,3410405292.0,743865720.0,648856656.0,356891328.0,472586616.0,27066204.0,4263840.0,10107409188.0,23942850156.0,0.42214728497839743,0.05624085751617638,0.38338451525249556,0.3374163673960085,0.07359608245435961,0.06419614007221096,0.035309872328481415,0.04675645432076476,0.0026778577473774677,0.00042185291212531843,0.06461799298433628,0.035731725240606735,0.22338011274744488,0.05624085751617638
T3s,173960820.0,1232015568.0,1110472836.0,244678848.0,200112840.0,510367248.0,157528872.0,9022068.0,1421280.0,3639580380.0,8001982192.0,0.45483485124956646,0.04779694410815568,0.3385048382967709,0.30511012810768035,0.06722721370423478,0.05498239332744177,0.14022694781094516,0.04328215221338236,0.002478875875245816,0.00039050655614315626,0.05537289988358493,0.1406174543670883,0.3089785960435362,0.04779694410815568
T4o,581837760.0,3963235176.0,3445176060.0,742076856.0,731045520.0,364112928.0,474649200.0,27066060.0,4798440.0,10333998000.0,23938140900.0,0.431695930071161,0.05630325842911911,0.38351421937569563,0.33338269080369476,0.07180927033274054,0.07074179035064648,0.03523446859579419,0.045930839158281236,0.002619127659982129,0.00046433529404592494,0.0712061256446924,0.03569880388984011,0.22726416668553645,0.05630325842911911
T4s,178082700.0,1260264564.0,1121820480.0,244085640.0,225462456.0,510295696.0,158216400.0,9022020.0,1599480.0,3708849436.0,7999902140.0,0.46361185063196286,0.04801561860976014,0.33979933285164504,0.3024712918003717,0.06581168748204747,0.06079040411065099,0.13758867940197506,0.04265915959388113,0.002432565720362664,0.0004312604293058177,0.061221664539956804,0.13801993983128089,0.31014501716752885,0.04801561860976014
T5o,626382000.0,4056982776.0,3485415132.0,740227608.0,746991864.0,370781280.0,476710632.0,27065916.0,5333040.0,10535890248.0,23965952388.0,0.43961909284587536,0.0594522138382093,0.38506312048667424,0.3308135382922793,0.07025771819714195,0.07089973855240182,0.03519221169472456,0.04524635515166767,0.0025689253933845646,0.000506178393516614,0.07140591694591844,0.03569839008824117,0.22517730577635378,0.0594522138382093
T5s,191714880.0,1290119580.0,1134958896.0,243469152.0,230362236.0,510356252.0,158903640.0,9021972.0,1607760.0,3770514368.0,8008156604.0,0.4708342449392989,0.050845816058165995,0.3421601018017921,0.30100903622919173,0.06457186692253443,0.06109570565625279,0.13535454375438677,0.04214375665787146,0.0023927695585962026,0.00042640336120846207,0.06152210901746125,0.13578094711559524,0.30641144927205854,0.050845816058165995
T6o,639900360.0,4188650016.0,3520827804.0,741544920.0,1057547160.0,377324952.0,478759536.0,27066132.0,5333040.0,11036953920.0,24041261292.0,0.45908381369627516,0.05797798601301037,0.37951141649778675,0.31900357920494066,0.06718746181011509,0.0958187528611155,0.03418741753703,0.043377868519722876,0.002452319018108214,0.0004831985381705752,0.09630195139928609,0.034670616075200576,0.24399021682243288,0.05797798601301037
T6s,195758400.0,1332365460.0,1146504480.0,243904248.0,327364356.0,506821220.0,159581988.0,9021996.0,5349960.0,3926672108.0,8031104972.0,0.48893298265806806,0.04985351325901949,0.3393116163902525,0.29197866500341874,0.06211474788105735,0.08336941486228114,0.1290714391373368,0.04064051787641648,0.0022976188874082584,0.0013624667028092992,0.08473188156509044,0.13043390584014608,0.32021867205011867,0.04985351325901949
T7o,651994560.0,4312261968.0,3553484964.0,742655520.0,1378529136.0,383617416.0,480806712.0,27066348.0,5333040.0,11535749664.0,24124580256.0,0.4781741087963989,0.05651947892339423,0.37381722849425386,0.308041095507601,0.06437860924787835,0.11950061124350002,0.03325465853313094,0.04167971098579484,0.0023463016092024652,0.00046230545524431727,0.11996291669874433,0.03371696398837526,0.26208450252999527,0.05651947892339423
T7s,199360140.0,1371920340.0,1157153916.0,244266600.0,427687296.0,503217160.0,160259760.0,9022020.0,9092160.0,4081979392.0,8056724584.0,0.5066549500905715,0.048839085368905265,0.336091931940846,0.28347862761576625,0.05984023350992949,0.10477448681837931,0.12327773162848932,0.03926030599617491,0.00221020714060479,0.002227389980904637,0.10700187679928394,0.12550512160939395,0.33381774505538714,0.048839085368905265
T8o,651645720.0,4443887232.0,3588401412.0,745003296.0,1702252224.0,389790840.0,482852160.0,27066564.0,5333040.0,12036232488.0,24212780652.0,0.49710244605903187,0.05414034006485701,0.3692091554753956,0.2981332751405059,0.061896718657001734,0.1414273299969179,0.03238478821247574,0.040116553122532206,0.0022487571610954743,0.0004430821692183984,0.1418704121661363,0.032827870381694144,0.27896031148845984,0.05414034006485701
T8s,199164840.0,1413909216.0,1168531812.0,245026704.0,528879888.0,499557952.0,160936956.0,9022044.0,12834360.0,4237863772.0,8084006616.0,0.5242281424674183,0.046996517754039784,0.33363725029148955,0.2757360488368242,0.05781844749680642,0.12479869964069246,0.11787966269718969,0.03797596257419291,0.002128913170737004,0.0030284975380279874,0.12782719717872043,0.12090816023521768,0.3466586806556744,0.046996517754039784
T9o,633364200.0,4589952024.0,3626832864.0,749259936.0,2026388520.0,395950140.0,484895880.0,27066780.0,5333040.0,12539043384.0,24307016268.0,0.5158610684976401,0.050511365229677876,0.36605280669631024,0.28924318649602015,0.059754154527933645,0.16160630902559128,0.03157738017760096,0.03867088302914193,0.0021586000758668403,0.00042531474185702523,0.1620316237674483,0.03200269491945798,0.2946179563198487,0.050511365229677876
T9s,193497240.0,1460365512.0,1181039028.0,246398400.0,630202944.0,495856040.0,161613576.0,9022068.0,16576560.0,4394571368.0,8113300100.0,0.5416502919693553,0.04403096998469317,0.33231125170339937,0.26874953871496665,0.056068812943670006,0.14340487188101117,0.11283376658999796,0.036775731343635334,0.002053002953984567,0.0037720538846417935,0.14717692576565297,0.11660582047463974,0.35868029348158265,0.04403096998469317
TTo,0.0,2915449992.0,3623972400.0,1301259960.0,227252160.0,200915772.0,1021253952.0,103529544.0,2684880.0,9396318660.0,12496955004.0,0.7518886526351776,0.0,0.3102757683613936,0.385680023329477,0.13848614623293332,0.024185233411400716,0.021382392325123636,0.10868660258910376,0.011018096314753974,0.0002857374358140383,0.024470970847214755,0.021668129760937675,0.3043299457449435,0.0
