hand,suited,connectedness,pair,high_card,low_card,rank_diff,hand_type,ace,broadway,low_pair,medium_pair,high_pair,suited_broadway,connector,one_gap,two_gap,suited_connector,suited_one_gap,suited_two_gap,tot_win_perc,high_card_win_perc,one_pair_win_perc,two_pair_win_perc,three_of_a_kind_win_perc,straight_win_perc,flush_win_perc,full_house_win_perc,four_of_a_kind_win_perc,straight_flush_win_perc,BB_play10,BB_play2,BB_play3,BB_play4,BB_play5,BB_play6,BB_play7,BB_play8,BB_play9,D_play10,D_play3,D_play4,D_play5,D_play6,D_play7,D_play8,D_play9,SB_play10,SB_play2,SB_play3,SB_play4,SB_play5,SB_play6,SB_play7,SB_play8,SB_play9,pos3_play10,pos3_play4,pos3_play5,pos3_play6,pos3_play7,pos3_play8,pos3_play9,pos4_play10,pos4_play5,pos4_play6,pos4_play7,pos4_play8,pos4_play9,pos5_play10,pos5_play6,pos5_play7,pos5_play8,pos5_play9,pos6_play10,pos6_play7,pos6_play8,pos6_play9,pos7_play10,pos7_play8,pos7_play9,pos8_play10,pos8_play9,pos9_play10
22o,0,0,1,0,0,0,pair,0,0,1,0,0,0,0,0,0,0,0,0,0.5034048032628144,0.0,0.239249613942051,0.3408359465472188,0.2150730949068056,0.0127444055531998,0.0237693154977248,0.1516368678058118,0.0165227224329268,0.000168033314261,-0.1,-0.01,-0.21,-0.18,-0.2,-0.2,-0.19,-0.16,-0.1,-0.12,-0.01,-0.07,-0.06,0.06,-0.11,0.02,-0.08,-0.12,-0.12,-0.15,-0.17,-0.15,-0.34,0.01,-0.08,-0.11,-0.12,-0.12,-0.16,-0.08,-0.08,-0.15,-0.14,-0.03,-0.09,-0.05,-0.03,-0.04,-0.05,-0.04,0.0,-0.06,-0.02,-0.16,0.02,-0.06,0.11,-0.01,0.02,0.03,-0.04,-0.05,-0.03,0.0
32o,0,1,0,1,0,1,offsuit,0,0,0,0,0,0,1,0,0,0,0,0,0.311480650629242,0.0,0.2837193799552394,0.3822802984337872,0.0912910707709227,0.1356572890640651,0.0412653749101456,0.0619405810479014,0.0034895646614351,0.0003564411565032,-0.41,-0.2,-0.29,-0.32,-0.38,-0.32,-0.38,-0.38,-0.37,-0.04,-0.04,-0.04,-0.04,-0.05,-0.07,-0.04,-0.03,-0.29,-0.25,-0.28,-0.28,-0.28,-0.28,-0.29,-0.29,-0.29,-0.07,-0.06,-0.07,-0.14,-0.06,-0.08,-0.08,-0.05,-0.03,-0.07,-0.04,-0.04,-0.05,-0.04,-0.06,-0.05,-0.04,-0.03,-0.04,-0.04,-0.03,-0.04,-0.04,-0.03,-0.05,-0.04,-0.04,-0.03
32s,1,1,0,1,0,1,suited,0,0,0,0,0,0,1,0,0,1,0,0,0.3512385798205122,0.0,0.2411906374688671,0.3303394563950946,0.0798769938221039,0.1118154460785718,0.1759587826951177,0.0547262155571428,0.0030832797492009,0.0030091882339008,-0.33,-0.12,-0.24,-0.29,-0.3,-0.36,-0.33,-0.26,-0.29,-0.1,-0.06,-0.08,-0.12,-0.01,-0.13,-0.08,-0.08,-0.17,-0.21,-0.2,-0.24,-0.25,-0.31,-0.2,-0.32,-0.2,-0.14,-0.12,-0.14,-0.15,-0.08,-0.18,-0.15,-0.08,-0.08,-0.08,-0.08,-0.13,-0.1,-0.1,-0.06,-0.12,-0.12,-0.12,-0.08,-0.1,-0.1,-0.16,-0.09,-0.09,-0.11,-0.07,-0.07,-0.08
33o,0,0,1,1,1,0,pair,0,0,1,0,0,0,0,0,0,0,0,0,0.5375723796958051,0.0,0.2521334359005411,0.3481351091902522,0.198863029949646,0.0185610506794421,0.0234047827241192,0.1432227347482884,0.0154424209084111,0.0002374358992996,-0.16,0.02,-0.08,-0.17,-0.13,-0.16,-0.1,-0.25,-0.14,0.03,0.0,0.04,-0.01,-0.09,0.01,-0.07,0.0,-0.1,-0.02,-0.11,-0.17,-0.17,-0.24,-0.19,-0.15,-0.19,-0.07,-0.03,-0.12,-0.13,-0.08,-0.06,-0.08,-0.04,0.0,-0.16,-0.04,-0.09,-0.06,-0.01,-0.02,-0.07,0.02,-0.02,-0.05,0.06,-0.07,-0.09,-0.01,-0.04,0.01,0.06,-0.02,-0.04
42o,0,2,0,2,0,2,offsuit,0,0,0,0,0,0,0,1,0,0,0,0,0.3209602617932237,0.0,0.2853392888402886,0.3762844046698111,0.0883603128225361,0.1447843756758229,0.0410150573260922,0.0604105545879803,0.0033894354486554,0.000416570628813,-0.4,-0.19,-0.25,-0.3,-0.36,-0.37,-0.37,-0.39,-0.37,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.26,-0.23,-0.26,-0.26,-0.25,-0.21,-0.26,-0.24,-0.28,-0.09,-0.04,-0.05,-0.07,-0.08,-0.08,-0.08,-0.02,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
42s,1,2,0,2,0,2,suited,0,0,0,0,0,0,0,1,0,0,1,0,0.3601477526334087,0.0,0.2437893124812215,0.3267804102542536,0.0776948804970287,0.1198461630883392,0.1722388003352686,0.0536382479224501,0.0030096122664049,0.0030025731550331,-0.26,-0.11,-0.25,-0.23,-0.27,-0.41,-0.26,-0.35,-0.32,-0.03,-0.06,-0.09,-0.1,-0.13,-0.1,-0.08,-0.09,-0.29,-0.19,-0.24,-0.24,-0.25,-0.28,-0.21,-0.26,-0.25,-0.18,-0.1,-0.09,-0.19,-0.19,-0.12,-0.12,-0.1,-0.1,-0.03,-0.06,-0.12,0.04,-0.06,-0.11,-0.08,-0.12,-0.09,-0.09,-0.1,-0.13,-0.1,0.03,-0.05,-0.1,-0.07,-0.05,-0.06
43o,0,1,0,2,1,1,offsuit,0,0,0,0,0,0,1,0,0,0,0,0,0.3417095448925863,0.0,0.2775334921199071,0.355546377499154,0.0826813849536454,0.1841032253444313,0.0395018591072573,0.0569927419124958,0.0031834352508081,0.0004574838123008,-0.36,-0.17,-0.27,-0.3,-0.34,-0.34,-0.34,-0.37,-0.35,-0.04,-0.04,-0.04,-0.04,-0.04,-0.02,-0.01,-0.04,-0.27,-0.24,-0.26,-0.26,-0.28,-0.23,-0.24,-0.3,-0.26,-0.09,-0.04,-0.06,-0.11,-0.15,-0.08,-0.08,-0.07,-0.05,-0.07,-0.07,-0.06,-0.02,-0.03,-0.05,0.0,-0.03,-0.01,-0.04,-0.07,-0.03,-0.03,-0.04,-0.03,-0.03,-0.02,-0.04,-0.03
43s,1,1,0,2,1,1,suited,0,0,0,0,0,0,1,0,0,1,0,0,0.37938884161559,0.0,0.2397102740417615,0.3121044541121124,0.0734867035965759,0.1541819047607953,0.1623570343505225,0.0511479591423142,0.0028571742991373,0.0041544956967807,-0.22,-0.06,-0.2,-0.2,-0.25,-0.31,-0.27,-0.26,-0.26,-0.11,-0.08,-0.08,-0.12,0.1,-0.08,-0.15,-0.01,-0.25,-0.17,-0.2,-0.23,-0.25,-0.27,-0.23,-0.23,-0.21,-0.03,-0.04,-0.08,-0.07,-0.16,-0.11,-0.1,-0.05,-0.09,-0.2,-0.15,-0.05,-0.07,-0.06,-0.1,-0.09,-0.12,-0.08,-0.09,-0.1,-0.05,-0.1,-0.09,-0.07,-0.06,-0.04,-0.1,-0.06
44o,0,0,1,2,2,0,pair,0,0,1,0,0,0,0,0,0,0,0,0,0.5713212923508455,0.0,0.263060463384422,0.3547412232311674,0.1847616607468996,0.0237052504933577,0.0230030511911774,0.1359244429110255,0.014505387958695,0.0002985200832551,-0.1,0.07,-0.01,-0.1,-0.09,-0.13,-0.14,-0.08,-0.2,-0.03,0.13,0.04,0.07,0.03,-0.02,-0.05,-0.08,0.05,0.04,-0.06,-0.08,-0.12,-0.09,-0.09,-0.09,-0.04,-0.08,0.06,-0.03,0.16,-0.17,-0.1,-0.01,-0.06,0.0,-0.09,-0.01,-0.14,-0.08,-0.01,0.27,-0.12,-0.12,-0.07,0.1,0.12,-0.04,-0.03,0.02,-0.01,0.0,0.02,0.04,-0.06
52o,0,3,0,3,0,3,offsuit,0,0,0,0,0,0,0,0,1,0,0,0,0.3324916297135492,0.0042798344430099,0.2881451132111844,0.3687816094376148,0.0852226077784494,0.1507816783251674,0.0404490380259213,0.0585918573950085,0.0032779785918045,0.0004702827918394,-0.37,-0.18,-0.25,-0.32,-0.34,-0.34,-0.36,-0.33,-0.37,-0.02,-0.02,-0.02,-0.02,-0.02,-0.05,-0.03,-0.02,-0.25,-0.23,-0.24,-0.27,-0.27,-0.29,-0.28,-0.29,-0.28,-0.09,-0.04,-0.04,-0.1,-0.07,-0.06,-0.07,-0.02,-0.02,-0.04,-0.03,-0.03,-0.02,-0.03,-0.07,-0.01,-0.02,-0.02,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01
52s,1,3,0,3,0,3,suited,0,0,0,0,0,0,0,0,1,0,0,1,0.3709577472629659,0.0034910560033721,0.2475013470927072,0.3221022289213336,0.0753607781790672,0.1254589673024771,0.1678593779384513,0.0523222816952415,0.0029273646981689,0.0029765981691806,-0.3,-0.12,-0.2,-0.23,-0.28,-0.39,-0.32,-0.3,-0.35,-0.02,-0.06,-0.06,-0.09,-0.17,-0.07,-0.07,-0.1,-0.22,-0.23,-0.24,-0.25,-0.25,-0.27,-0.25,-0.29,-0.28,-0.12,-0.11,-0.12,-0.3,-0.18,0.05,-0.1,-0.11,-0.07,-0.13,-0.09,-0.1,-0.08,-0.06,-0.17,-0.04,-0.07,-0.07,-0.09,0.0,-0.06,-0.01,-0.1,-0.07,-0.06,-0.02,0.04,-0.07
53o,0,2,0,3,1,2,offsuit,0,0,0,0,0,0,0,1,0,0,0,0,0.3535422169281466,0.0037800050572611,0.2797106916499086,0.3489381563335553,0.0798736794749535,0.1900000583773461,0.038739836698145,0.0553694519629641,0.0030839673578036,0.0005041530880623,-0.33,-0.15,-0.24,-0.28,-0.33,-0.33,-0.32,-0.28,-0.37,-0.04,-0.02,-0.03,-0.02,-0.03,0.0,-0.02,-0.02,-0.24,-0.23,-0.23,-0.25,-0.25,-0.14,-0.26,-0.3,-0.26,-0.07,-0.03,-0.04,-0.1,-0.07,-0.08,-0.08,-0.03,-0.02,-0.06,-0.03,-0.02,-0.04,-0.02,-0.04,-0.03,-0.03,-0.03,-0.02,-0.01,-0.02,-0.02,0.01,-0.03,-0.02,-0.03,-0.02,-0.03
53s,1,2,0,3,1,2,suited,0,0,0,0,0,0,0,1,0,0,1,0,0.3905037588865413,0.0031142358961088,0.2427009788159368,0.3078270751443138,0.0713394482796497,0.1598333988589126,0.1583651712572882,0.0499385584940001,0.0027816811031598,0.0040994521506298,-0.26,-0.07,-0.16,-0.21,-0.24,-0.12,-0.24,-0.28,-0.18,-0.03,-0.08,-0.07,-0.04,-0.07,0.01,-0.04,-0.05,-0.23,-0.15,-0.25,-0.2,-0.19,-0.28,-0.28,-0.31,-0.2,-0.08,-0.09,-0.05,0.02,-0.12,-0.13,-0.13,-0.06,-0.06,0.03,-0.09,-0.07,-0.02,0.04,-0.12,-0.1,-0.05,-0.05,-0.03,0.14,0.07,-0.02,-0.1,-0.04,0.04,-0.08,-0.07,-0.08
54o,0,1,0,3,2,1,offsuit,0,0,0,0,0,0,1,0,0,0,0,0,0.3737763132299329,0.0034955565668796,0.2722243602570467,0.3316991236563911,0.075222354809997,0.2236448079906035,0.0376866735434065,0.0525725020329718,0.0029152717497597,0.0005393493929439,-0.32,-0.13,-0.19,-0.26,-0.3,-0.27,-0.32,-0.31,-0.33,-0.06,-0.02,-0.04,-0.04,-0.07,-0.04,-0.05,-0.05,-0.27,-0.22,-0.24,-0.25,-0.26,-0.23,-0.27,-0.27,-0.27,-0.08,-0.06,-0.07,-0.13,0.01,-0.1,-0.09,-0.06,-0.06,-0.05,-0.05,-0.05,-0.05,-0.05,-0.06,-0.06,-0.03,-0.04,-0.03,-0.11,-0.03,-0.04,-0.06,-0.06,-0.03,-0.04,-0.04,0.03
54s,1,1,0,3,2,1,suited,0,0,0,0,0,0,1,0,0,1,0,0,0.4092317228706018,0.0029062870955255,0.2384010230486902,0.2953032960383825,0.0678019000184087,0.1899796224362632,0.1499852703579695,0.0478491998223297,0.002653610857942,0.0051197903244884,-0.15,-0.05,-0.13,-0.11,-0.15,-0.18,-0.06,-0.31,-0.2,0.0,-0.04,-0.03,-0.07,0.06,0.01,0.02,-0.06,-0.2,-0.12,-0.18,-0.16,-0.17,0.36,-0.16,-0.14,-0.18,-0.07,0.0,-0.1,-0.12,-0.02,-0.2,-0.13,-0.01,-0.01,0.04,-0.1,-0.06,-0.12,-0.04,-0.03,-0.14,-0.05,-0.07,-0.07,-0.08,0.0,0.09,-0.01,-0.09,0.12,-0.03,0.01,0.0
55o,0,0,1,3,3,0,pair,0,0,1,0,0,0,0,0,0,0,0,0,0.6046831233741937,0.0,0.2724071767370079,0.3607896096473678,0.1723716515160267,0.0282762702953166,0.0225864411405518,0.1295300949752296,0.013685947936962,0.0003528077515373,-0.12,0.13,-0.05,-0.03,0.02,-0.06,-0.08,-0.21,0.01,0.08,0.26,0.13,0.06,0.03,0.17,0.09,-0.02,-0.02,0.08,0.02,0.0,-0.02,-0.14,-0.16,0.02,-0.11,0.01,0.09,0.06,-0.03,-0.08,-0.05,0.06,-0.02,0.08,0.02,0.01,-0.15,0.17,-0.04,-0.07,0.05,0.01,-0.03,-0.02,0.01,0.04,0.01,0.0,0.01,0.06,-0.04,0.0,0.01
62o,0,4,0,4,0,4,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.3305992555332424,0.0136094442262028,0.3137637565686266,0.3820823916154744,0.0862078024485893,0.1000482094339202,0.0414359145746674,0.0590784679790607,0.0033019878848893,0.0004720252685689,-0.41,-0.17,-0.26,-0.33,-0.35,-0.38,-0.39,-0.38,-0.39,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.27,-0.23,-0.25,-0.25,-0.26,-0.26,-0.28,-0.26,-0.27,-0.09,-0.03,-0.04,-0.06,-0.07,-0.1,-0.07,-0.01,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,-0.01
62s,1,4,0,4,0,4,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.3692876174646337,0.0111193229076913,0.2689191652177323,0.3333552813205603,0.0761319537679295,0.0829980044442067,0.1701848576306027,0.052702488122818,0.0029456944922888,0.0016432320961701,-0.32,-0.11,-0.2,-0.26,-0.22,-0.21,-0.34,-0.31,-0.32,-0.1,-0.08,-0.08,-0.08,0.02,-0.08,-0.1,-0.05,-0.25,-0.22,-0.22,-0.27,-0.26,-0.25,-0.32,-0.32,-0.31,-0.08,-0.07,-0.13,-0.15,-0.15,-0.11,-0.11,-0.08,-0.09,-0.11,-0.07,-0.05,-0.08,-0.08,-0.07,-0.12,-0.07,-0.08,-0.1,-0.06,-0.11,-0.08,-0.07,-0.06,-0.06,-0.07,-0.05,-0.08
63o,0,3,0,4,1,3,offsuit,0,0,0,0,0,0,0,0,1,0,0,0,0.351864975602353,0.0126252414586475,0.3039419573983682,0.3610854103021036,0.0807178389548663,0.1423602214847415,0.0398909110839655,0.0557674182696841,0.0031031750351694,0.0005078260124534,-0.37,-0.17,-0.25,-0.29,-0.34,-0.36,-0.35,-0.36,-0.33,-0.03,-0.01,-0.02,-0.02,-0.01,-0.03,-0.02,-0.03,-0.25,-0.23,-0.26,-0.25,-0.25,-0.25,-0.28,-0.28,-0.25,-0.1,-0.03,-0.05,-0.11,-0.11,-0.07,-0.07,-0.03,-0.02,-0.04,-0.04,-0.03,-0.02,-0.02,-0.03,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-0.01,-0.02,-0.03,-0.03,-0.02,-0.03,-0.02
63s,1,3,0,4,1,3,suited,0,0,0,0,0,0,0,0,1,0,0,1,0.3890135204993843,0.0104235595180548,0.2632761377005861,0.3183373412014427,0.0720309442043839,0.1195636473359068,0.1604688077233036,0.0502681255688562,0.0027973013022843,0.002834135445181,-0.3,-0.06,-0.16,-0.18,-0.19,-0.12,-0.23,-0.16,-0.19,0.05,-0.03,-0.07,-0.06,-0.06,0.01,-0.08,0.07,-0.21,-0.15,-0.19,-0.23,-0.2,-0.31,-0.23,-0.22,-0.28,-0.12,-0.09,-0.11,-0.1,-0.08,-0.06,-0.13,-0.15,-0.09,-0.11,0.01,-0.05,-0.1,-0.05,-0.04,-0.05,-0.03,-0.07,-0.12,-0.12,-0.11,-0.03,-0.07,-0.04,-0.09,-0.08,-0.05,-0.01
64o,0,2,0,4,2,2,offsuit,0,0,0,0,0,0,0,1,0,0,0,0,0.372431647287563,0.0113463526909262,0.2947210262739126,0.342967075450885,0.0759661700964825,0.1801002630257048,0.0385071781707453,0.0529196900075177,0.0029317880630206,0.0005404562208049,-0.33,-0.16,-0.23,-0.28,-0.3,-0.34,-0.32,-0.31,-0.32,-0.03,-0.02,-0.02,-0.04,-0.04,-0.03,-0.03,-0.02,-0.27,-0.2,-0.25,-0.25,-0.24,-0.28,-0.24,-0.29,-0.28,-0.07,-0.03,-0.05,-0.07,-0.09,-0.08,-0.07,-0.02,-0.03,-0.03,-0.05,-0.03,-0.03,-0.03,-0.04,-0.03,-0.04,-0.02,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.02
64s,1,2,0,4,2,2,suited,0,0,0,0,0,0,0,1,0,0,1,0,0.4080900167771625,0.0094526424515511,0.2576527371631295,0.3051085974395662,0.0684065723452597,0.1527841806985117,0.1518800895022433,0.0481324382745584,0.0026667625246423,0.0039159796005373,-0.21,-0.07,-0.08,-0.16,-0.14,-0.23,-0.26,-0.24,-0.25,-0.03,-0.06,-0.05,-0.03,-0.03,-0.05,-0.06,0.05,-0.18,-0.12,-0.14,-0.22,-0.17,-0.2,-0.2,-0.19,-0.22,0.06,-0.08,-0.07,-0.15,-0.09,-0.08,-0.07,-0.05,-0.06,0.03,-0.03,0.04,-0.04,-0.06,-0.01,-0.2,-0.05,-0.09,-0.02,-0.07,-0.09,-0.09,0.04,-0.03,-0.05,-0.03,0.03,-0.02
65o,0,1,0,4,3,1,offsuit,0,0,0,0,0,0,1,0,0,0,0,0,0.3931800699533154,0.012383757999469,0.2870886691303102,0.3261172467890534,0.0716186604474067,0.2120530963060779,0.0371318116120654,0.0502656713627193,0.0027725940408017,0.0005684923120959,-0.31,-0.08,-0.19,-0.24,-0.28,-0.28,-0.31,-0.29,-0.33,-0.03,-0.02,-0.03,-0.05,-0.16,-0.08,-0.06,-0.04,-0.27,-0.19,-0.21,-0.25,-0.25,-0.28,-0.27,-0.25,-0.24,-0.07,-0.08,-0.07,-0.15,-0.09,-0.05,-0.07,-0.05,-0.06,-0.06,-0.08,-0.05,-0.05,-0.05,-0.06,-0.01,-0.03,-0.06,-0.04,-0.04,-0.06,-0.07,-0.05,-0.04,-0.04,-0.05,-0.04,-0.05
65s,1,1,0,4,3,1,suited,0,0,0,0,0,0,1,0,0,1,0,0,0.427283250224239,0.0103996190291393,0.2531176055763761,0.292580002648959,0.0650388264389415,0.1815302401646672,0.1437959926019378,0.0461049676525162,0.0025433374470241,0.0048894084404385,-0.22,-0.04,-0.07,-0.15,-0.14,-0.14,-0.2,-0.18,-0.13,-0.04,0.05,0.0,0.01,0.13,-0.18,-0.07,-0.05,-0.15,-0.13,-0.06,-0.13,-0.18,-0.16,-0.14,-0.26,-0.11,-0.08,-0.05,-0.03,0.07,-0.02,-0.08,-0.12,-0.06,0.0,-0.02,-0.11,-0.1,-0.11,-0.05,0.01,0.06,-0.08,-0.03,-0.06,-0.05,-0.04,-0.1,-0.14,0.08,-0.05,-0.02,0.03,0.07
66o,0,0,1,4,4,0,pair,0,0,1,0,0,0,0,0,0,0,0,0,0.6344194493631465,0.0,0.2809665782297411,0.3672166541605052,0.164784847171949,0.0268962859099289,0.02231364674415,0.1244606976852775,0.013025700642785,0.0003355894556631,-0.06,0.22,0.14,0.08,0.03,-0.07,-0.07,-0.05,-0.04,0.13,0.26,0.19,0.16,0.12,-0.03,0.14,0.03,-0.01,0.21,0.17,0.04,0.01,0.05,0.05,-0.05,-0.07,-0.02,0.17,0.09,-0.04,0.07,0.07,0.02,0.08,0.09,0.02,-0.15,0.03,0.08,0.2,0.03,0.09,0.02,0.02,0.13,0.06,0.08,0.04,0.05,0.09,0.07,-0.02,0.08,0.06
72o,0,5,0,5,0,5,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.3364369379879262,0.0268803207456618,0.3390097325101732,0.3860409394789774,0.0856377923994714,0.0591472326512888,0.0413994305711018,0.0581655685948482,0.0032563598611956,0.0004626231872814,-0.41,-0.19,-0.26,-0.33,-0.37,-0.39,-0.36,-0.35,-0.39,-0.01,-0.02,-0.01,-0.02,-0.03,-0.01,-0.02,-0.02,-0.27,-0.24,-0.25,-0.25,-0.25,-0.3,-0.29,-0.27,-0.27,-0.08,-0.03,-0.04,-0.07,-0.1,-0.08,-0.08,-0.03,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.01,0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02
72s,1,5,0,5,0,5,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.3747555149441274,0.0220554663208728,0.2909218097343671,0.3377727249634232,0.0758183779334776,0.0489653290070037,0.1691513574935176,0.0520444709333782,0.0029136725576103,0.0003567910563492,-0.34,-0.17,-0.22,-0.24,-0.37,-0.22,-0.2,-0.32,-0.25,-0.07,-0.07,-0.06,-0.05,0.0,-0.02,-0.05,-0.07,-0.26,-0.24,-0.26,-0.28,-0.25,-0.24,-0.3,-0.27,-0.29,-0.12,-0.13,-0.11,-0.18,-0.16,-0.14,-0.09,-0.08,-0.08,-0.1,-0.17,-0.09,-0.09,-0.08,-0.1,-0.07,-0.08,-0.03,-0.06,-0.1,-0.07,-0.03,-0.05,-0.07,-0.04,-0.07,-0.06,-0.08
73o,0,4,0,5,1,4,offsuit,0,0,0,0,0,0,0,0,0,0,0,0,0.3578206820761074,0.0252798136115578,0.3289100024473685,0.3652497058822648,0.0803217653141672,0.1018685401506077,0.0398660240319683,0.0549436141221011,0.0030624697942441,0.0004980646457199,-0.42,-0.16,-0.26,-0.32,-0.37,-0.24,-0.39,-0.33,-0.39,-0.01,-0.02,-0.01,-0.02,-0.03,-0.02,-0.01,-0.02,-0.26,-0.24,-0.24,-0.26,-0.26,-0.32,-0.28,-0.29,-0.29,-0.08,-0.04,-0.04,-0.09,-0.05,-0.08,-0.06,-0.03,-0.02,-0.05,-0.01,-0.01,-0.03,-0.02,-0.03,-0.01,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,0.0
73s,1,4,0,5,1,4,suited,0,0,0,0,0,0,0,0,0,0,0,0,0.3945994741560992,0.0209535557585414,0.2851911607234527,0.3228387788203328,0.0718372210642581,0.0855830200293761,0.1595756897770113,0.0496609473797191,0.0027680875691163,0.0015915388781919,-0.34,-0.09,-0.26,-0.25,-0.29,-0.36,-0.3,-0.31,-0.22,-0.08,-0.06,-0.07,-0.04,-0.03,-0.11,-0.05,-0.04,-0.27,-0.17,-0.2,-0.25,-0.23,0.16,-0.21,-0.29,-0.3,-0.12,-0.1,-0.13,-0.1,-0.13,-0.09,-0.1,-0.1,-0.09,-0.09,-0.16,-0.11,-0.09,-0.06,-0.09,-0.14,-0.08,-0.09,-0.1,-0.13,-0.09,-0.06,-0.05,-0.08,-0.04,-0.08,-0.1,-0.1
74o,0,3,0,5,2,3,offsuit,0,0,0,0,0,0,0,0,1,0,0,0,0.3784789837051736,0.0233921452783387,0.3185558296293181,0.3471245319944006,0.0756579202951836,0.1411694398910803,0.0384973298818879,0.052176786676288,0.0028955433880791,0.0005304729654234,-0.38,-0.13,-0.23,-0.29,-0.34,-0.33,-0.36,-0.32,-0.37,-0.02,-0.04,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.27,-0.23,-0.25,-0.25,-0.25,-0.29,-0.27,-0.28,-0.26,-0.07,-0.03,-0.06,-0.04,-0.05,-0.05,-0.07,-0.03,-0.02,-0.02,-0.03,-0.04,-0.02,-0.02,-0.03,-0.03,-0.01,-0.02,-0.01,-0.01,0.0,-0.02,-0.01,-0.02,-0.02,-0.01,-0.02,-0.02
74s,1,3,0,5,2,3,suited,0,0,0,0,0,0,0,0,1,0,0,1,0.4137668462778025,0.0195604329378651,0.2787130532738877,0.3095283052044552,0.0682642952770116,0.1198799548972559,0.15112587094638,0.0475749772071603,0.0026402920121414,0.0027128182438424,-0.24,-0.09,-0.2,-0.16,-0.24,-0.22,-0.13,-0.25,-0.18,-0.07,-0.07,-0.08,-0.02,-0.07,-0.04,-0.09,-0.05,-0.17,-0.2,-0.2,-0.2,-0.24,0.02,-0.24,-0.19,-0.19,-0.1,-0.07,-0.1,-0.15,-0.03,-0.12,-0.08,-0.1,-0.11,-0.09,-0.16,-0.2,-0.09,-0.08,-0.1,-0.14,-0.17,0.04,0.06,-0.08,-0.06,-0.08,-0.06,-0.07,-0.07,-0.04,-0.06,0.03
75o,0,2,0,5,3,2,offsuit,0,0,0,0,0,0,0,1,0,0,0,0,0.399411737984215,0.0231730622615258,0.3091449516613383,0.3302595852948899,0.0713796524235028,0.1759954028337464,0.0371433947133878,0.0496046119503651,0.0027408347296759,0.0005585041315677,-0.35,-0.1,-0.2,-0.26,-0.29,-0.34,-0.33,-0.32,-0.35,-0.03,-0.02,-0.03,-0.02,-0.04,-0.03,-0.01,-0.03,-0.27,-0.21,-0.25,-0.25,-0.25,-0.24,-0.27,-0.27,-0.23,-0.07,-0.04,-0.04,-0.03,-0.04,-0.05,-0.07,-0.02,-0.03,-0.05,-0.07,-0.04,-0.03,-0.02,-0.03,0.03,-0.01,0.01,-0.02,-0.04,-0.03,-0.04,-0.01,-0.04,-0.02,-0.02,-0.02,-0.02
