hand,BB_play10,BB_play2,BB_play3,BB_play4,BB_play5,BB_play6,BB_play7,BB_play8,BB_play9,D_play10,D_play3,D_play4,D_play5,D_play6,D_play7,D_play8,D_play9,SB_play10,SB_play2,SB_play3,SB_play4,SB_play5,SB_play6,SB_play7,SB_play8,SB_play9,pos3_play10,pos3_play4,pos3_play5,pos3_play6,pos3_play7,pos3_play8,pos3_play9,pos4_play10,pos4_play5,pos4_play6,pos4_play7,pos4_play8,pos4_play9,pos5_play10,pos5_play6,pos5_play7,pos5_play8,pos5_play9,pos6_play10,pos6_play7,pos6_play8,pos6_play9,pos7_play10,pos7_play8,pos7_play9,pos8_play10,pos8_play9,pos9_play10,ev_pc1,ev_pc2
22o,-0.1,-0.01,-0.21,-0.18,-0.2,-0.2,-0.19,-0.16,-0.1,-0.12,-0.01,-0.07,-0.06,0.06,-0.11,0.02,-0.08,-0.12,-0.12,-0.15,-0.17,-0.15,-0.34,0.01,-0.08,-0.11,-0.12,-0.12,-0.16,-0.08,-0.08,-0.15,-0.14,-0.03,-0.09,-0.05,-0.03,-0.04,-0.05,-0.04,0.0,-0.06,-0.02,-0.16,0.02,-0.06,0.11,-0.01,0.02,0.03,-0.04,-0.05,-0.03,0.0,-1.9757240061443955,-0.2952869409677256
32o,-0.41,-0.2,-0.29,-0.32,-0.38,-0.32,-0.38,-0.38,-0.37,-0.04,-0.04,-0.04,-0.04,-0.05,-0.07,-0.04,-0.03,-0.29,-0.25,-0.28,-0.28,-0.28,-0.28,-0.29,-0.29,-0.29,-0.07,-0.06,-0.07,-0.14,-0.06,-0.08,-0.08,-0.05,-0.03,-0.07,-0.04,-0.04,-0.05,-0.04,-0.06,-0.05,-0.04,-0.03,-0.04,-0.04,-0.03,-0.04,-0.04,-0.03,-0.05,-0.04,-0.04,-0.03,-3.2699814994689316,-1.5804861933255936
32s,-0.33,-0.12,-0.24,-0.29,-0.3,-0.36,-0.33,-0.26,-0.29,-0.1,-0.06,-0.08,-0.12,-0.01,-0.13,-0.08,-0.08,-0.17,-0.21,-0.2,-0.24,-0.25,-0.31,-0.2,-0.32,-0.2,-0.14,-0.12,-0.14,-0.15,-0.08,-0.18,-0.15,-0.08,-0.08,-0.08,-0.08,-0.13,-0.1,-0.1,-0.06,-0.12,-0.12,-0.12,-0.08,-0.1,-0.1,-0.16,-0.09,-0.09,-0.11,-0.07,-0.07,-0.08,-3.6956439065982205,-0.6053438902047484
33o,-0.16,0.02,-0.08,-0.17,-0.13,-0.16,-0.1,-0.25,-0.14,0.03,0.0,0.04,-0.01,-0.09,0.01,-0.07,0.0,-0.1,-0.02,-0.11,-0.17,-0.17,-0.24,-0.19,-0.15,-0.19,-0.07,-0.03,-0.12,-0.13,-0.08,-0.06,-0.08,-0.04,0.0,-0.16,-0.04,-0.09,-0.06,-0.01,-0.02,-0.07,0.02,-0.02,-0.05,0.06,-0.07,-0.09,-0.01,-0.04,0.01,0.06,-0.02,-0.04,-1.7128058339116112,0.1049305500679755
42o,-0.4,-0.19,-0.25,-0.3,-0.36,-0.37,-0.37,-0.39,-0.37,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.26,-0.23,-0.26,-0.26,-0.25,-0.21,-0.26,-0.24,-0.28,-0.09,-0.04,-0.05,-0.07,-0.08,-0.08,-0.08,-0.02,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-2.833184067914293,-1.5676214017025851
42s,-0.26,-0.11,-0.25,-0.23,-0.27,-0.41,-0.26,-0.35,-0.32,-0.03,-0.06,-0.09,-0.1,-0.13,-0.1,-0.08,-0.09,-0.29,-0.19,-0.24,-0.24,-0.25,-0.28,-0.21,-0.26,-0.25,-0.18,-0.1,-0.09,-0.19,-0.19,-0.12,-0.12,-0.1,-0.1,-0.03,-0.06,-0.12,0.04,-0.06,-0.11,-0.08,-0.12,-0.09,-0.09,-0.1,-0.13,-0.1,0.03,-0.05,-0.1,-0.07,-0.05,-0.06,-3.527814121420871,-0.8191722464124166
43o,-0.36,-0.17,-0.27,-0.3,-0.34,-0.34,-0.34,-0.37,-0.35,-0.04,-0.04,-0.04,-0.04,-0.04,-0.02,-0.01,-0.04,-0.27,-0.24,-0.26,-0.26,-0.28,-0.23,-0.24,-0.3,-0.26,-0.09,-0.04,-0.06,-0.11,-0.15,-0.08,-0.08,-0.07,-0.05,-0.07,-0.07,-0.06,-0.02,-0.03,-0.05,0.0,-0.03,-0.01,-0.04,-0.07,-0.03,-0.03,-0.04,-0.03,-0.03,-0.02,-0.04,-0.03,-3.0595864172312055,-1.4418304462797389
43s,-0.22,-0.06,-0.2,-0.2,-0.25,-0.31,-0.27,-0.26,-0.26,-0.11,-0.08,-0.08,-0.12,0.1,-0.08,-0.15,-0.01,-0.25,-0.17,-0.2,-0.23,-0.25,-0.27,-0.23,-0.23,-0.21,-0.03,-0.04,-0.08,-0.07,-0.16,-0.11,-0.1,-0.05,-0.09,-0.2,-0.15,-0.05,-0.07,-0.06,-0.1,-0.09,-0.12,-0.08,-0.09,-0.1,-0.05,-0.1,-0.09,-0.07,-0.06,-0.04,-0.1,-0.06,-3.127976795877117,-0.47175872914240324
44o,-0.1,0.07,-0.01,-0.1,-0.09,-0.13,-0.14,-0.08,-0.2,-0.03,0.13,0.04,0.07,0.03,-0.02,-0.05,-0.08,0.05,0.04,-0.06,-0.08,-0.12,-0.09,-0.09,-0.09,-0.04,-0.08,0.06,-0.03,0.16,-0.17,-0.1,-0.01,-0.06,0.0,-0.09,-0.01,-0.14,-0.08,-0.01,0.27,-0.12,-0.12,-0.07,0.1,0.12,-0.04,-0.03,0.02,-0.01,0.0,0.02,0.04,-0.06,-0.7051474810979872,0.7680563356020932
52o,-0.37,-0.18,-0.25,-0.32,-0.34,-0.34,-0.36,-0.33,-0.37,-0.02,-0.02,-0.02,-0.02,-0.02,-0.05,-0.03,-0.02,-0.25,-0.23,-0.24,-0.27,-0.27,-0.29,-0.28,-0.29,-0.28,-0.09,-0.04,-0.04,-0.1,-0.07,-0.06,-0.07,-0.02,-0.02,-0.04,-0.03,-0.03,-0.02,-0.03,-0.07,-0.01,-0.02,-0.02,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-2.8296444877115277,-1.5288517714132506
52s,-0.3,-0.12,-0.2,-0.23,-0.28,-0.39,-0.32,-0.3,-0.35,-0.02,-0.06,-0.06,-0.09,-0.17,-0.07,-0.07,-0.1,-0.22,-0.23,-0.24,-0.25,-0.25,-0.27,-0.25,-0.29,-0.28,-0.12,-0.11,-0.12,-0.3,-0.18,0.05,-0.1,-0.11,-0.07,-0.13,-0.09,-0.1,-0.08,-0.06,-0.17,-0.04,-0.07,-0.07,-0.09,0.0,-0.06,-0.01,-0.1,-0.07,-0.06,-0.02,0.04,-0.07,-3.4449347995639967,-0.9934232992894068
53o,-0.33,-0.15,-0.24,-0.28,-0.33,-0.33,-0.32,-0.28,-0.37,-0.04,-0.02,-0.03,-0.02,-0.03,0.0,-0.02,-0.02,-0.24,-0.23,-0.23,-0.25,-0.25,-0.14,-0.26,-0.3,-0.26,-0.07,-0.03,-0.04,-0.1,-0.07,-0.08,-0.08,-0.03,-0.02,-0.06,-0.03,-0.02,-0.04,-0.02,-0.04,-0.03,-0.03,-0.03,-0.02,-0.01,-0.02,-0.02,0.01,-0.03,-0.02,-0.03,-0.02,-0.03,-2.652765111046984,-1.318824315028265
53s,-0.26,-0.07,-0.16,-0.21,-0.24,-0.12,-0.24,-0.28,-0.18,-0.03,-0.08,-0.07,-0.04,-0.07,0.01,-0.04,-0.05,-0.23,-0.15,-0.25,-0.2,-0.19,-0.28,-0.28,-0.31,-0.2,-0.08,-0.09,-0.05,0.02,-0.12,-0.13,-0.13,-0.06,-0.06,0.03,-0.09,-0.07,-0.02,0.04,-0.12,-0.1,-0.05,-0.05,-0.03,0.14,0.07,-0.02,-0.1,-0.04,0.04,-0.08,-0.07,-0.08,-2.4634717547361427,-0.6778901118228002
54o,-0.32,-0.13,-0.19,-0.26,-0.3,-0.27,-0.32,-0.31,-0.33,-0.06,-0.02,-0.04,-0.04,-0.07,-0.04,-0.05,-0.05,-0.27,-0.22,-0.24,-0.25,-0.26,-0.23,-0.27,-0.27,-0.27,-0.08,-0.06,-0.07,-0.13,0.01,-0.1,-0.09,-0.06,-0.06,-0.05,-0.05,-0.05,-0.05,-0.05,-0.06,-0.06,-0.03,-0.04,-0.03,-0.11,-0.03,-0.04,-0.06,-0.06,-0.03,-0.04,-0.04,0.03,-2.9137170743958793,-1.036214696727268
54s,-0.15,-0.05,-0.13,-0.11,-0.15,-0.18,-0.06,-0.31,-0.2,0.0,-0.04,-0.03,-0.07,0.06,0.01,0.02,-0.06,-0.2,-0.12,-0.18,-0.16,-0.17,0.36,-0.16,-0.14,-0.18,-0.07,0.0,-0.1,-0.12,-0.02,-0.2,-0.13,-0.01,-0.01,0.04,-0.1,-0.06,-0.12,-0.04,-0.03,-0.14,-0.05,-0.07,-0.07,-0.08,0.0,0.09,-0.01,-0.09,0.12,-0.03,0.01,0.0,-1.697240736231667,-0.19149438203995003
55o,-0.12,0.13,-0.05,-0.03,0.02,-0.06,-0.08,-0.21,0.01,0.08,0.26,0.13,0.06,0.03,0.17,0.09,-0.02,-0.02,0.08,0.02,0.0,-0.02,-0.14,-0.16,0.02,-0.11,0.01,0.09,0.06,-0.03,-0.08,-0.05,0.06,-0.02,0.08,0.02,0.01,-0.15,0.17,-0.04,-0.07,0.05,0.01,-0.03,-0.02,0.01,0.04,0.01,0.0,0.01,0.06,-0.04,0.0,0.01,0.16060873865486028,0.9731027656605337
62o,-0.41,-0.17,-0.26,-0.33,-0.35,-0.38,-0.39,-0.38,-0.39,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.27,-0.23,-0.25,-0.25,-0.26,-0.26,-0.28,-0.26,-0.27,-0.09,-0.03,-0.04,-0.06,-0.07,-0.1,-0.07,-0.01,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,-0.01,-2.7705642766831335,-1.5804463827251993
62s,-0.32,-0.11,-0.2,-0.26,-0.22,-0.21,-0.34,-0.31,-0.32,-0.1,-0.08,-0.08,-0.08,0.02,-0.08,-0.1,-0.05,-0.25,-0.22,-0.22,-0.27,-0.26,-0.25,-0.32,-0.32,-0.31,-0.08,-0.07,-0.13,-0.15,-0.15,-0.11,-0.11,-0.08,-0.09,-0.11,-0.07,-0.05,-0.08,-0.08,-0.07,-0.12,-0.07,-0.08,-0.1,-0.06,-0.11,-0.08,-0.07,-0.06,-0.06,-0.07,-0.05,-0.08,-3.4395632689658346,-0.7253777928547763
63o,-0.37,-0.17,-0.25,-0.29,-0.34,-0.36,-0.35,-0.36,-0.33,-0.03,-0.01,-0.02,-0.02,-0.01,-0.03,-0.02,-0.03,-0.25,-0.23,-0.26,-0.25,-0.25,-0.25,-0.28,-0.28,-0.25,-0.1,-0.03,-0.05,-0.11,-0.11,-0.07,-0.07,-0.03,-0.02,-0.04,-0.04,-0.03,-0.02,-0.02,-0.03,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-0.01,-0.02,-0.03,-0.03,-0.02,-0.03,-0.02,-2.8069506705745275,-1.4513734756475998
63s,-0.3,-0.06,-0.16,-0.18,-0.19,-0.12,-0.23,-0.16,-0.19,0.05,-0.03,-0.07,-0.06,-0.06,0.01,-0.08,0.07,-0.21,-0.15,-0.19,-0.23,-0.2,-0.31,-0.23,-0.22,-0.28,-0.12,-0.09,-0.11,-0.1,-0.08,-0.06,-0.13,-0.15,-0.09,-0.11,0.01,-0.05,-0.1,-0.05,-0.04,-0.05,-0.03,-0.07,-0.12,-0.12,-0.11,-0.03,-0.07,-0.04,-0.09,-0.08,-0.05,-0.01,-2.653730066504926,-0.31022177997789047
64o,-0.33,-0.16,-0.23,-0.28,-0.3,-0.34,-0.32,-0.31,-0.32,-0.03,-0.02,-0.02,-0.04,-0.04,-0.03,-0.03,-0.02,-0.27,-0.2,-0.25,-0.25,-0.24,-0.28,-0.24,-0.29,-0.28,-0.07,-0.03,-0.05,-0.07,-0.09,-0.08,-0.07,-0.02,-0.03,-0.03,-0.05,-0.03,-0.03,-0.03,-0.04,-0.03,-0.04,-0.02,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.02,-2.7311565542963776,-1.2865976399284569
64s,-0.21,-0.07,-0.08,-0.16,-0.14,-0.23,-0.26,-0.24,-0.25,-0.03,-0.06,-0.05,-0.03,-0.03,-0.05,-0.06,0.05,-0.18,-0.12,-0.14,-0.22,-0.17,-0.2,-0.2,-0.19,-0.22,0.06,-0.08,-0.07,-0.15,-0.09,-0.08,-0.07,-0.05,-0.06,0.03,-0.03,0.04,-0.04,-0.06,-0.01,-0.2,-0.05,-0.09,-0.02,-0.07,-0.09,-0.09,0.04,-0.03,-0.05,-0.03,0.03,-0.02,-2.1757663073691536,-0.4309510851366303
65o,-0.31,-0.08,-0.19,-0.24,-0.28,-0.28,-0.31,-0.29,-0.33,-0.03,-0.02,-0.03,-0.05,-0.16,-0.08,-0.06,-0.04,-0.27,-0.19,-0.21,-0.25,-0.25,-0.28,-0.27,-0.25,-0.24,-0.07,-0.08,-0.07,-0.15,-0.09,-0.05,-0.07,-0.05,-0.06,-0.06,-0.08,-0.05,-0.05,-0.05,-0.06,-0.01,-0.03,-0.06,-0.04,-0.04,-0.06,-0.07,-0.05,-0.04,-0.04,-0.05,-0.04,-0.05,-2.9228908856089295,-0.8467788342998602
65s,-0.22,-0.04,-0.07,-0.15,-0.14,-0.14,-0.2,-0.18,-0.13,-0.04,0.05,0.0,0.01,0.13,-0.18,-0.07,-0.05,-0.15,-0.13,-0.06,-0.13,-0.18,-0.16,-0.14,-0.26,-0.11,-0.08,-0.05,-0.03,0.07,-0.02,-0.08,-0.12,-0.06,0.0,-0.02,-0.11,-0.1,-0.11,-0.05,0.01,0.06,-0.08,-0.03,-0.06,-0.05,-0.04,-0.1,-0.14,0.08,-0.05,-0.02,0.03,0.07,-1.7023106018297454,0.12553088356518713
66o,-0.06,0.22,0.14,0.08,0.03,-0.07,-0.07,-0.05,-0.04,0.13,0.26,0.19,0.16,0.12,-0.03,0.14,0.03,-0.01,0.21,0.17,0.04,0.01,0.05,0.05,-0.05,-0.07,-0.02,0.17,0.09,-0.04,0.07,0.07,0.02,0.08,0.09,0.02,-0.15,0.03,0.08,0.2,0.03,0.09,0.02,0.02,0.13,0.06,0.08,0.04,0.05,0.09,0.07,-0.02,0.08,0.06,1.4738194943366043,1.4530035303631785
72o,-0.41,-0.19,-0.26,-0.33,-0.37,-0.39,-0.36,-0.35,-0.39,-0.01,-0.02,-0.01,-0.02,-0.03,-0.01,-0.02,-0.02,-0.27,-0.24,-0.25,-0.25,-0.25,-0.3,-0.29,-0.27,-0.27,-0.08,-0.03,-0.04,-0.07,-0.1,-0.08,-0.08,-0.03,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.01,0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-2.809930385977093,-1.6539551309124374
72s,-0.34,-0.17,-0.22,-0.24,-0.37,-0.22,-0.2,-0.32,-0.25,-0.07,-0.07,-0.06,-0.05,0.0,-0.02,-0.05,-0.07,-0.26,-0.24,-0.26,-0.28,-0.25,-0.24,-0.3,-0.27,-0.29,-0.12,-0.13,-0.11,-0.18,-0.16,-0.14,-0.09,-0.08,-0.08,-0.1,-0.17,-0.09,-0.09,-0.08,-0.1,-0.07,-0.08,-0.03,-0.06,-0.1,-0.07,-0.03,-0.05,-0.07,-0.04,-0.07,-0.06,-0.08,-3.441304613886774,-1.0126250614535781
73o,-0.42,-0.16,-0.26,-0.32,-0.37,-0.24,-0.39,-0.33,-0.39,-0.01,-0.02,-0.01,-0.02,-0.03,-0.02,-0.01,-0.02,-0.26,-0.24,-0.24,-0.26,-0.26,-0.32,-0.28,-0.29,-0.29,-0.08,-0.04,-0.04,-0.09,-0.05,-0.08,-0.06,-0.03,-0.02,-0.05,-0.01,-0.01,-0.03,-0.02,-0.03,-0.01,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,0.0,-2.764643454868025,-1.5342232187362992
73s,-0.34,-0.09,-0.26,-0.25,-0.29,-0.36,-0.3,-0.31,-0.22,-0.08,-0.06,-0.07,-0.04,-0.03,-0.11,-0.05,-0.04,-0.27,-0.17,-0.2,-0.25,-0.23,0.16,-0.21,-0.29,-0.3,-0.12,-0.1,-0.13,-0.1,-0.13,-0.09,-0.1,-0.1,-0.09,-0.09,-0.16,-0.11,-0.09,-0.06,-0.09,-0.14,-0.08,-0.09,-0.1,-0.13,-0.09,-0.06,-0.05,-0.08,-0.04,-0.08,-0.1,-0.1,-3.299655181555114,-0.5512360827706053
74o,-0.38,-0.13,-0.23,-0.29,-0.34,-0.33,-0.36,-0.32,-0.37,-0.02,-0.04,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.27,-0.23,-0.25,-0.25,-0.25,-0.29,-0.27,-0.28,-0.26,-0.07,-0.03,-0.06,-0.04,-0.05,-0.05,-0.07,-0.03,-0.02,-0.02,-0.03,-0.04,-0.02,-0.02,-0.03,-0.03,-0.01,-0.02,-0.01,-0.01,0.0,-0.02,-0.01,-0.02,-0.02,-0.01,-0.02,-0.02,-2.6726091346855063,-1.418857770475828
74s,-0.24,-0.09,-0.2,-0.16,-0.24,-0.22,-0.13,-0.25,-0.18,-0.07,-0.07,-0.08,-0.02,-0.07,-0.04,-0.09,-0.05,-0.17,-0.2,-0.2,-0.2,-0.24,0.02,-0.24,-0.19,-0.19,-0.1,-0.07,-0.1,-0.15,-0.03,-0.12,-0.08,-0.1,-0.11,-0.09,-0.16,-0.2,-0.09,-0.08,-0.1,-0.14,-0.17,0.04,0.06,-0.08,-0.06,-0.08,-0.06,-0.07,-0.07,-0.04,-0.06,0.03,-2.770884096624181,-0.47881572260041244
75o,-0.35,-0.1,-0.2,-0.26,-0.29,-0.34,-0.33,-0.32,-0.35,-0.03,-0.02,-0.03,-0.02,-0.04,-0.03,-0.01,-0.03,-0.27,-0.21,-0.25,-0.25,-0.25,-0.24,-0.27,-0.27,-0.23,-0.07,-0.04,-0.04,-0.03,-0.04,-0.05,-0.07,-0.02,-0.03,-0.05,-0.07,-0.04,-0.03,-0.02,-0.03,0.03,-0.01,0.01,-0.02,-0.04,-0.03,-0.04,-0.01,-0.04,-0.02,-0.02,-0.02,-0.02,-2.5729942160617134,-1.2149963129111128
75s,-0.24,0.03,-0.16,-0.18,-0.11,-0.23,-0.13,-0.17,-0.23,0.07,0.01,-0.01,0.01,0.1,-0.07,-0.04,-0.03,-0.16,-0.13,-0.07,-0.18,-0.22,-0.19,-0.1,-0.21,-0.15,-0.14,-0.08,-0.09,-0.2,-0.15,-0.03,-0.08,-0.08,-0.04,-0.28,-0.07,-0.08,-0.11,-0.03,-0.02,-0.04,-0.12,-0.06,-0.06,-0.12,-0.01,-0.04,-0.1,-0.02,0.04,-0.05,-0.14,-0.08,-2.268317244771217,0.1105049418136801
76o,-0.32,-0.04,-0.13,-0.22,-0.26,-0.23,-0.32,-0.3,-0.3,-0.05,-0.01,-0.05,-0.05,-0.08,-0.08,-0.06,-0.03,-0.25,-0.17,-0.18,-0.21,-0.22,-0.3,-0.24,-0.23,-0.24,-0.07,-0.07,-0.08,-0.04,-0.1,-0.1,-0.1,-0.07,-0.04,-0.09,-0.07,-0.05,-0.05,-0.04,-0.05,-0.06,-0.04,-0.05,-0.01,-0.04,-0.05,-0.05,-0.05,-0.04,-0.03,-0.03,-0.02,-0.02,-2.681048815609206,-0.5745994691276719
76s,-0.1,0.04,-0.12,-0.04,-0.17,-0.14,-0.06,-0.14,-0.03,0.12,0.09,0.05,0.0,0.02,0.03,-0.01,0.06,-0.17,-0.03,-0.1,-0.11,-0.1,-0.16,-0.29,-0.07,-0.12,-0.04,0.02,0.02,-0.03,-0.2,0.08,0.05,-0.02,0.03,-0.19,-0.05,-0.04,-0.11,-0.04,-0.15,-0.12,-0.07,0.1,-0.03,0.29,0.13,0.0,0.0,0.0,-0.06,0.03,-0.08,0.0,-0.896109352090653,0.14668373188669456
77o,-0.01,0.3,0.25,0.16,0.15,-0.05,-0.06,-0.03,0.04,0.15,0.41,0.36,0.28,0.13,0.19,0.29,0.16,-0.06,0.3,0.25,0.15,0.18,0.07,-0.09,0.03,0.01,0.03,0.33,0.17,0.03,0.21,0.05,0.0,0.11,0.3,0.16,0.01,0.24,0.19,0.07,0.09,0.03,0.06,0.03,0.14,0.28,0.13,0.05,0.11,0.24,0.03,0.19,0.16,0.16,3.348305636363396,1.9548561507257012
82o,-0.4,-0.18,-0.27,-0.32,-0.37,-0.33,-0.36,-0.36,-0.41,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.27,-0.23,-0.25,-0.26,-0.26,-0.25,-0.27,-0.26,-0.28,-0.08,-0.03,-0.04,-0.09,-0.08,-0.04,-0.09,0.02,-0.01,-0.03,-0.01,-0.01,-0.02,-0.01,-0.03,-0.01,0.0,-0.01,-0.01,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,-2.7083466192265053,-1.653156110006627
82s,-0.35,-0.14,-0.15,-0.22,-0.32,-0.3,-0.15,-0.28,-0.31,-0.03,-0.06,-0.08,-0.08,-0.11,-0.1,-0.06,-0.08,-0.26,-0.22,-0.22,-0.27,-0.25,-0.22,-0.34,-0.25,-0.23,-0.15,-0.1,-0.11,-0.26,-0.28,-0.11,-0.1,-0.08,-0.08,-0.12,-0.06,-0.06,-0.1,-0.09,-0.12,-0.09,-0.09,-0.03,-0.08,-0.1,-0.04,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,0.05,-3.4368470641140845,-0.8215337479819104
83o,-0.41,-0.16,-0.29,-0.33,-0.38,-0.34,-0.29,-0.38,-0.39,-0.01,-0.02,-0.01,-0.02,0.04,-0.02,-0.02,-0.02,-0.29,-0.23,-0.26,-0.25,-0.25,-0.24,-0.28,-0.28,-0.27,-0.08,-0.03,-0.03,-0.08,-0.08,-0.08,-0.08,-0.04,-0.02,-0.03,-0.03,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,0.0,-0.01,-0.01,-0.01,-2.745854982723214,-1.5733824792618352
